p1,p2,load,p3
122.68834625484,68.1692838245126,188.06069504305,-2.79693503630289
122.987697548795,69.0243802631084,189.181747514426,-2.83033029747781
122.114649259951,68.7971758312763,188.658182371804,-2.25364271942357
123.079942935415,68.9851278046442,206.173793895348,14.1087231552883
122.178804813231,68.9687513654636,205.573867459282,14.4263112805874
122.639135672046,68.7505234343366,205.407970474747,14.0183113683649
121.809307224572,68.8301831427336,213.064594293855,22.4251039265499
121.731638033088,69.079347465244,213.384821144437,22.5738356461051
122.140652653862,68.7951726411627,213.433389442275,22.4975641472506
123.262873386261,68.9633329665535,197.673478141208,5.4472717883936
122.56622919806,68.9367737879557,197.525695354266,6.02269236825039
123.955441303923,68.6889607029237,198.01575049025,5.37134848340328
123.269302495124,68.6374053522939,180.292739812482,-11.613968034936
122.66323639754,68.8716913082641,180.199811004445,-11.3351167013597
123.198862272004,68.532555437684,180.195135208736,-11.5362825009527
123.342508908502,64.7389585568221,180.59342882566,-7.48803863966375
122.710662185189,64.8276096262071,180.349390970625,-7.18888084077057
123.417407992003,64.575335210955,180.551667867022,-7.44107533593621
123.520839299369,64.18378553908,188.803717997215,1.09909315876551
123.14083741413,65.2403310213336,190.009449806815,1.62828137135152
122.359579879786,64.4737534245524,188.451874753228,1.61854144888997
123.861287863241,65.206705051534,198.708579368413,9.64058645363831
122.53089506849,65.1028367927955,197.76981326393,10.136081402644
123.889534915971,64.6271222462311,197.908246375263,9.39158921306079
122.613923010017,65.0166528184286,205.667670470307,18.0370946418619
121.977370457897,64.8830162658382,205.141010300317,18.2806235765817
123.076220706859,64.8729921990582,206.0063368035,18.0571238975832
122.618804016073,64.9561467255017,213.931194857373,26.3562441157975
121.749571478077,65.1531133093946,213.441203725848,26.5385189383764
121.39401533874,65.1012119927302,213.350443151623,26.8552158201531
123.369709256246,60.8415171106846,180.838453490062,-3.37277287686891
123.313193149168,60.9640670753404,181.238505229659,-3.03875499484935
123.585547789136,60.6553471281386,180.881203437477,-3.3596914797983
123.607256915406,60.2592620293138,189.015360395221,5.14884145050096
122.731908473181,61.2833272719838,189.527403434522,5.51216768935718
122.404756608871,60.4507744381218,188.481658608207,5.6261275612149
123.320203625568,61.1564456641934,197.996701079991,13.52005179023
122.249678786425,60.9583315132762,197.199256883707,13.9912465840058
122.576386716385,61.1502875336766,205.841042133232,22.1143678831697
122.278856686444,61.1345325867574,205.802952493399,22.3895632201968
122.540974466836,60.9066775150761,205.530035220117,22.0823832382053
122.12802604236,61.038290244768,213.392320882424,30.2260045952959
121.776129563095,61.2671940684605,213.491729364303,30.4484057327478
122.272983790369,60.982372638657,213.602318015437,30.3469615864113
123.740477648422,57.0984908131593,181.743722768067,0.904754306486443
123.482246457652,56.8242190580897,180.995330811599,0.688865295856635
123.609890114288,56.7388161288993,189.413602970962,9.06489672777412
122.726264883471,56.4141713845122,188.610887716887,9.47045144890368
123.51229034667,57.5559698096917,198.904947771268,17.8366876149059
122.689144464819,56.9258149230859,197.572878856854,17.9579194689488
124.124525094996,57.1828846887766,198.76751787912,17.4601080953473
122.262292899419,57.3621908963518,205.729437047165,26.1049532513935
122.236425821673,57.0015907750395,205.320011105303,26.0819945085911
123.207386484508,57.20230037245,206.379364428378,25.9696775714195
122.747257502706,57.2552810489544,214.169230411468,34.1666918598076
121.766863853104,57.3690411244328,213.490635202931,34.3547302253945
121.819391599247,57.1360585829147,213.30005812962,34.3446079474587
114.525032269247,68.1753465976755,181.987637509348,-0.712741357574211
113.950770648922,68.303754111104,181.800749730369,-0.453775029657417
114.486194628159,68.0555609312386,181.930814418006,-0.610941141391614
114.559957599835,67.7102073170327,190.149739994007,7.87957507713889
113.949663989475,68.6140836236485,190.644926472671,8.08117885954761
113.605118087421,67.8986664830995,189.778237675088,8.27445310456748
113.955563684351,68.7429944857485,199.101841920901,16.4032837508013
113.699663998808,68.381713586711,198.732027385809,16.6506498002903
115.068802794612,68.4129074580191,199.575836074611,16.0941258219793
113.554123547802,68.5445651250293,206.759929697802,24.6612410249702
113.109558770165,68.4514954513064,206.387264810554,24.8262105890829
114.076749645112,68.3910546677974,207.086539269569,24.6187349566603
113.686548712486,68.525303499875,215.082509550556,32.8706573381953
112.86953562469,68.70531083244,214.593641333721,33.0187948765908
113.353222433308,68.4579625534266,214.746292475847,32.9351074891119
108.03828198528,67.8940675068271,183.535055861262,7.60270636915435
107.130864399119,67.9338801892465,182.843426006892,7.77868141852603
107.785034862417,67.7220744799207,183.101825866574,7.59471652423669
108.149059596703,67.6519313977066,191.740435535403,15.9394445409925
107.203763248525,68.3625421368066,192.042258576894,16.4759531915627
106.942460788025,67.5369857722468,190.763348872995,16.2839023127227
107.7598705482,68.4764564125717,200.657949050304,24.4216220895324
106.83563289609,68.0890906763397,199.607389003081,24.6826654306505
108.080681290083,68.1532707233888,200.42629909746,24.192347083988
106.629927486507,68.3301343409333,207.587292792865,32.6272309654243
106.302460904504,68.1447922438157,207.218210606734,32.7709574584146
107.242890786137,68.245262606104,208.148893900252,32.6607405080111
106.758109256066,68.36316268698,215.893135539967,40.7718635969206
105.918444253093,68.4469877253556,215.292515387051,40.9270834086025
106.584170167718,68.2787934004925,215.664606830845,40.8016432626342
99.4723943232315,68.3467889740969,216.424300045756,48.6051167484277
99.6404287049721,68.2876420572497,216.577421028417,48.6493502661956
99.6319917494146,68.2839648731467,216.518021964622,48.6020653420609
100.081681855304,68.1834800125978,208.850710911222,40.5855490433199
99.3159443700945,67.947789898536,207.881293263803,40.6175589951725
100.130083716203,68.0471536416384,208.680512700671,40.5032753428299
100.672318650523,68.2278013412501,201.278355624959,32.3782356331861
99.8188486298572,67.6936412536317,199.965178695018,32.4526888115287
100.973006785644,67.9588818141992,201.111382472096,32.1794938722524
99.7919932571462,68.0310929447571,192.225365170236,24.4022789683331
100.115457169529,67.3021403919656,191.762899229666,24.3453016681711
101.058924868726,67.7782663192619,192.95080779833,24.1136166103417
100.590474545112,67.6218575958561,183.929163771142,15.7168316301748
100.693877963918,67.6368008901494,184.277249809424,15.9465709553562
100.747078564442,67.4682196979314,183.924591848233,15.70929358586
93.9389029055113,67.4181732919878,185.152057434986,23.7949812374868
93.6243675540845,67.3765416912621,184.949995376371,23.9490861310243
93.6484450730785,67.2521292755304,184.634369122208,23.7337947735991
93.45128288638,67.2802416874743,192.647403779203,31.9158792053492
93.0356904026687,67.759329611676,193.237998554615,32.4429785402707
93.243126539592,67.0953485846714,192.522880739744,32.1844056154806
92.840095690171,67.973769455015,200.976008348566,40.1621432033796
92.9803432973752,67.5615099619181,200.848128590764,40.3062753314704
93.2631467738324,67.7548583321641,201.016403067331,39.9983979613344
92.3240774899242,67.9930456502887,208.588354372772,48.2712312325595
92.5178491152718,67.8135676953768,208.707322238779,48.3759054281304
92.5638471793377,67.8926312576092,208.674285094363,48.2178066574159
91.9420969963878,68.1310433814164,216.22023890039,56.1470985225853
91.9761399847192,68.1024291626004,216.410065567692,56.3314964203722
114.569168212689,64.2576350599769,182.198517537982,3.371714265317
